"Symbol","Name","Exchange"
"SO","Southern Company (The) Common Stock","NYSE"
"SOAC","Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares","NYSE"
"SOAC-UN","Sustainable Opportunities Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant","NYSE"
"SOAC-WT","Sustainable Opportunities Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"SOGO","Sogou Inc. American Depositary Shares, each representing one Class A Ordinary Share","NYSE"
"SOI","Solaris Oilfield Infrastructure, Inc. Class A Common Stock","NYSE"
"SOJB","Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1, 2076","NYSE"
"SOJC","Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077","NYSE"
"SOJD","Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080","NYSE"
"SOJE","Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060","NYSE"
"SOL","Renesola Ltd. American Depsitary Shares (Each representing 10 shares)","NYSE"
"SOLN","Southern Company (The) 2019 Series A Corporate Units","NYSE"
"SON","Sonoco Products Company Common Stock","NYSE"
"SONY","Sony Group Corporation American Depositary Shares ","NYSE"
"SOR","Source Capital, Inc. Common Stock","NYSE"
"SOS","SOS Limited American Depositary Shares","NYSE"
"SPAQ","Spartan Acquisition Corp. III Class A Common Stock","NYSE"
"SPAQ-UN","Spartan Acquisition Corp. III Units, each consisting of one share of Class A common stock and one-fourth of one warrant","NYSE"
"SPAQ-WT","Spartan Acquisition Corp. III Warrants","NYSE"
"SPB","Spectrum Brands Holdings, Inc. Common Stock","NYSE"
"SPCE","Virgin Galactic Holdings, Inc. Common Stock","NYSE"
"SPE","Special Opportunities Fund, Inc Common Stock","NYSE"
"SPE-PB","Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock, Series B","NYSE"
"SPFR","Jaws Spitfire Acquisition Corporation Class A Ordinary Shares","NYSE"
"SPFR-UN","Jaws Spitfire Acquisition Corporation Units, each consisting of one Class A ordinary share, and one-fourth of one redeemable warrant","NYSE"
"SPFR-WT","Jaws Spitfire Acquisition Corporation Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"SPG","Simon Property Group, Inc. Common Stock","NYSE"
"SPG-PJ","Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock","NYSE"
"SPGI","S&P Global Inc. Common Stock","NYSE"
"SPGS","Simon Property Group Acquisition Holdings, Inc. Class A Common Stock","NYSE"
"SPGS-UN","Simon Property Group Acquisition Holdings, Inc. Units, each consisting of one share of Class A common stock and one-fifth of one redeemable warrant","NYSE"
"SPGS-WT","Simon Property Group Acquisition Holdings, Inc. Warrants, each exercisable for one Class A common stock at an exercise price of $11.50 per share","NYSE"
"SPH","Suburban Propane Partners, L.P. Common Stock","NYSE"
"SPLP","Steel Partners Holdings LP LTD PARTNERSHIP UNIT","NYSE"
"SPLP-PA","Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value","NYSE"
"SPNT","SiriusPoint Ltd. Common Shares","NYSE"
"SPNV","Supernova Partners Acquisition Company, Inc. Class A Common Stock","NYSE"
"SPNV-UN","Supernova Partners Acquisition Company, Inc. Units, each consisting of one share of Class A common stock and one-third of one warrant","NYSE"
"SPNV-WT","Supernova Partners Acquisition Company, Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50","NYSE"
"SPOT","Spotify Technology S.A. Ordinary Shares","NYSE"
"SPR","Spirit Aerosystems Holdings, Inc. Common Stock","NYSE"
"SPRQ","Spartan Acquisition Corp. II Class A Common Stock","NYSE"
"SPRQ-UN","Spartan Acquisition Corp. II Units","NYSE"
"SPRQ-WT","Spartan Acquisition Corp. II Warrants, exercisable for one share of Class A Common Stock","NYSE"
"SPXC","SPX Corporation Common Stock","NYSE"
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","NYSE"
"SQ","Square, Inc. Class A Common Stock","NYSE"
"SQM","Sociedad Quimica y Minera S.A. Common Stock","NYSE"
"SQNS","Sequans Communications S.A. American Depositary Shares","NYSE"
"SQZ","SQZ Biotechnologies Company Common Stock","NYSE"
"SR","Spire Inc. Common Stock","NYSE"
"SR-PA","Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock","NYSE"
"SRC","Spirit Realty Capital, Inc. Common Stock","NYSE"
"SRC-PA","Spirit Realty Capital, Inc. 6.000% Series A Cumulative Redeemable Preferred Stock","NYSE"
"SRE","Sempra Energy Common Stock","NYSE"
"SRE-PB","Sempra Energy 6.75% Mandatory Convertible Preferred Stock, Series B","NYSE"
"SREA","Sempra Energy 5.750% Junior Subordinated Notes due 2079","NYSE"
"SRG","Seritage Growth Properties Class A Common Stock","NYSE"
"SRG-PA","Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest","NYSE"
"SRI","Stoneridge, Inc. Common Stock","NYSE"
"SRL","Scully Royalty Ltd.","NYSE"
"SRLP","Sprague Resources LP Common Units representing Limited Partner Interests","NYSE"
"SRT","StarTek, Inc. Common Stock","NYSE"
"SRV","Cushing MLP & Infrastructure Total Return Fund","NYSE"
"SSD","Simpson Manufacturing Company, Inc. Common Stock","NYSE"
"SSL","Sasol Ltd. American Depositary Shares","NYSE"
"SSTK","Shutterstock, Inc. Common Stock","NYSE"
"ST","Sensata Technologies Holding plc Ordinary Shares","NYSE"
"STAG","Stag Industrial, Inc. Common Stock","NYSE"
"STAR","iStar Inc. Common Stock","NYSE"
"STAR-PD","iStar Inc. Series D Cumulative Redeemable Preferred Stock","NYSE"
"STAR-PG","iStar Inc. Series G Cumulative Redeemable Preferred Stock","NYSE"
"STAR-PI","iStar Inc. Series I Cumulative Redeemable Preferred Stock","NYSE"
"STC","Stewart Information Services Corporation Common Stock","NYSE"
"STE","STERIS plc (Ireland) Ordinary Shares","NYSE"
"STG","Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares","NYSE"
"STIC","Northern Star Acquisition Corp. Class A Common Stock","NYSE"
"STIC-UN","Northern Star Acquisition Corp. Units, each consisting of one share of common stock and one-third ofA one Warrant","NYSE"
"STIC-WT","Northern Star Acquisition Corp. Redeemable warrants, each whole warrant exercisable for shares of Class A common stock at an exercise price of $11.50 per share","NYSE"
"STK","Columbia Seligman Premium Technology Growth Fund Inc","NYSE"
"STL","Sterling Bancorp","NYSE"
"STL-PA","Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative, Perpetual Preferred Stock, Series A","NYSE"
"STLA","Stellantis N.V. Common Shares","NYSE"
"STM","STMicroelectronics N.V. Common Stock","NYSE"
"STN","Stantec Inc Common Stock","NYSE"
"STNG","Scorpio Tankers Inc. Common Shares","NYSE"
"STON","StoneMor Inc. Common Stock","NYSE"
"STOR","STORE Capital Corporation Common Stock","NYSE"
"STPC","Star Peak Corp II Class A Common Stock","NYSE"
"STPC-UN","Star Peak Corp II Units, each consisting of one share of Class A common stock and one-fourth of one redeemable warrant","NYSE"
"STPC-WT","Star Peak Corp II Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50","NYSE"
"STPK","Star Peak Energy Transition Corp. Class A Common Stock","NYSE"
"STPK-UN","Star Peak Energy Transition Corp. Units, each consisting of one share of Class A common stock, and one-third of one redeemable warrant","NYSE"
"STPK-WT","Star Peak Energy Transition Corp. Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50","NYSE"
"STRE-UN","Supernova Partners Acquisition Company III, Ltd. Units","NYSE"
"STT","State Street Corporation Common Stock","NYSE"
"STT-PD","State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D","NYSE"
"STT-PG","State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative","NYSE"
"STWD","STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.","NYSE"
"STZ","Constellation Brands, Inc. Common Stock","NYSE"
"STZ-B","Constellation Brands, Inc. Common Stock","NYSE"
"SU","Suncor Energy  Inc. Common Stock","NYSE"
"SUI","Sun Communities, Inc. Common Stock","NYSE"
"SUM","Summit Materials, Inc. Class A Common Stock","NYSE"
"SUN","Sunoco LP Common Units representing limited partner interests","NYSE"
"SUP","Superior Industries International, Inc. Common Stock (DE)","NYSE"
"SUPV","Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares","NYSE"
"SUZ","Suzano S.A. American Depositary Shares (each representing One Ordinary Share)","NYSE"
"SWBK","Switchback II Corporation Class A Ordinary Shares","NYSE"
"SWBK-UN","Switchback II Corporation Units, each consisting of one Class A ordinary share and one fifth of one redeemable warrant","NYSE"
"SWBK-WT","Switchback II Corporation Warrants, exercisable for one share of Class A Ordinary Share","NYSE"
"SWCH","Switch, Inc. Class A Common Stock","NYSE"
"SWI","SolarWinds Corporation Common Stock","NYSE"
"SWK","Stanley Black & Decker, Inc. Common Stock","NYSE"
"SWM","Schweitzer-Mauduit International, Inc. Common Stock","NYSE"
"SWN","Southwestern Energy Company Common Stock","NYSE"
"SWT","Stanley Black & Decker, Inc. Corporate Unit","NYSE"
"SWX","Southwest Gas Holdings, Inc. Common Stock (DE)","NYSE"
"SWZ","Swiss Helvetia Fund, Inc. (The) Common Stock","NYSE"
"SXC","SunCoke Energy, Inc. Common Stock","NYSE"
"SXI","Standex International Corporation Common Stock","NYSE"
"SXT","Sensient Technologies Corporation Common Stock","NYSE"
"SYF","Synchrony Financial Common Stock","NYSE"
"SYF-PA","Synchrony Financial Depositary Shares, each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A","NYSE"
"SYK","Stryker Corporation Common Stock","NYSE"
"SYX","Systemax Inc. Common Stock","NYSE"
"SYY","Sysco Corporation Common Stock","NYSE"
"SZC","Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest","NYSE"
"T","AT&T Inc.","NYSE"
"T-PA","AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A","NYSE"
"T-PC","AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.750% Perpetual Preferred Stock, Series C","NYSE"
"TAC","TransAlta Corporation Ordinary Shares","NYSE"
"TACA","Trepont Acquisition Corp I Class A Ordinary Shares","NYSE"
"TACA-UN","Trepont Acquisition Corp I Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant","NYSE"
"TACA-WT","Trepont Acquisition Corp I Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"TAK","Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)","NYSE"
"TAL","TAL Education Group American Depositary Shares","NYSE"
"TALO","Talos Energy, Inc. Common Stock","NYSE"
"TAP","Molson Coors Beverage Company Class B Common Stock","NYSE"
"TAP-A","Molson Coors Beverage Company Molson Coors Brewing Company Class A Common Stock","NYSE"
"TARO","Taro Pharmaceutical Industries Ltd. Ordinary Shares","NYSE"
"TBA","Thoma Bravo Advantage Class A Ordinary Shares","NYSE"
"TBB","AT&T Inc. 5.350% Global Notes due 2066","NYSE"
"TBC","AT&T Inc. 5.625% Global Notes due 2067","NYSE"
"TBI","TrueBlue, Inc. Common Stock","NYSE"
"TCI","Transcontinental Realty Investors, Inc. Common Stock","NYSE"
"TCS","Container Store (The) Common Stock","NYSE"
"TD","Toronto Dominion Bank (The) Common Stock","NYSE"
"TDA","Telephone and Data Systems, Inc. 5.875% Senior Notes due 2061","NYSE"
"TDC","Teradata Corporation Common Stock","NYSE"
"TDE","Telephone and Data Systems, Inc. 6.875% Senior Notes due 2059","NYSE"
"TDF","Templeton Dragon Fund, Inc. Common Stock","NYSE"
"TDG","Transdigm Group Incorporated Transdigm Group Inc. Common Stock","NYSE"
"TDI","Telephone and Data Systems, Inc. Sr Nt","NYSE"
"TDJ","Telephone and Data Systems, Inc. 7% Senior Notes due 2060","NYSE"
"TDOC","Teladoc Health, Inc. Common Stock","NYSE"
"TDS","Telephone and Data Systems, Inc. Common Shares","NYSE"
"TDS-PU","Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock","NYSE"
"TDW","Tidewater Inc. Common Stock","NYSE"
"TDW-WTA","Tidewater Inc. Series A Warrants to purchase shares of common stock (expiring July 31, 2023)","NYSE"
"TDW-WTB","Tidewater Inc. Series B Warrants to purchase shares of common stock (expiring July 31, 2023)","NYSE"
"TDY","Teledyne Technologies Incorporated Common Stock","NYSE"
"TEAF","Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest","NYSE"
"TECK","Teck Resources Ltd Ordinary Shares","NYSE"
"TEF","Telefonica SA Common Stock","NYSE"
"TEI","Templeton Emerging Markets Income Fund, Inc. Common Stock","NYSE"
"TEL","TE Connectivity Ltd. New Switzerland Registered Shares","NYSE"
"TEN","Tenneco Inc. Class A Voting Common Stock","NYSE"
"TEO","Telecom Argentina SA","NYSE"
"TEVA","Teva Pharmaceutical Industries Limited American Depositary Shares","NYSE"
"TEX","Terex Corporation Common Stock","NYSE"
"TFC","Truist Financial Corporation Common Stock","NYSE"
"TFC-PH","Truist Financial Corporation Series H ","NYSE"
"TFC-PI","Truist Financial Corporation Depositary Shares","NYSE"
"TFC-PO","Truist Financial Corporation Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock","NYSE"
"TFC-PR","Truist Financial Corporation Depositary Shares, each representing 1/1,000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock","NYSE"
"TFII","TFI International Inc. Common Shares","NYSE"
"TFSA","Terra Income Fund VI 7.00% Notes due 2026","NYSE"
"TFX","Teleflex Incorporated Common Stock","NYSE"
"TG","Tredegar Corporation Common Stock","NYSE"
"TGH","Textainer Group Holdings Limited Common Shares","NYSE"
"TGH-PA","Textainer Group Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares","NYSE"
"TGI","Triumph Group, Inc. Common Stock","NYSE"
"TGNA","TEGNA Inc","NYSE"
"TGP","Teekay LNG Partners L.P.","NYSE"
"TGP-PA","Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units, representing limited partner interests","NYSE"
"TGP-PB","Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units, representing limited partner interests","NYSE"
"TGS","Transportadora de Gas del Sur SA TGS Common Stock","NYSE"
"TGT","Target Corporation Common Stock","NYSE"
"THC","Tenet Healthcare Corporation Common Stock","NYSE"
"THG","Hanover Insurance Group Inc","NYSE"
"THO","Thor Industries, Inc. Common Stock","NYSE"
"THQ","Tekla Healthcare Opportunies Fund Shares of Beneficial Interest","NYSE"
"THR","Thermon Group Holdings, Inc. Common Stock","NYSE"
"THS","Treehouse Foods, Inc. Common Stock","NYSE"
"THW","Tekla World Healthcare Fund Shares of Beneficial Interest","NYSE"
"TIMB","TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ","NYSE"
"TINV","Tiga Acquisition Corp. Class A Ordinary Shares","NYSE"
"TINV-UN","Tiga Acquisition Corp. Units, each consisting of one Class A ordinary share and one half of one warrant","NYSE"
"TINV-WT","Tiga Acquisition Corp. Warrants, each warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share","NYSE"
"TISI","Team, Inc. Common Stock","NYSE"
"TIXT","TELUS International (Cda) Inc. Subordinate Voting Shares","NYSE"
"TJX","TJX Companies, Inc. (The) Common Stock","NYSE"
"TK","Teekay Corporation Common Stock","NYSE"
"TKC","Turkcell Iletisim Hizmetleri AS Common Stock","NYSE"
"TKR","Timken Company (The) Common Stock","NYSE"
"TLGA","TLG Acquisition One Corp. Class A Common Stock","NYSE"
"TLGA-UN","TLG Acquisition One Corp. Units, each consisting of one share of Class A common stock and one-third of one redeemable warrant","NYSE"
"TLGA-WT","TLG Acquisition One Corp. Warrants, each exercisable for one share of Class A common stock at an exercise price of $11.50 per share","NYSE"
"TLK","PT Telekomunikasi Indonesia, Tbk","NYSE"
"TLYS","Tilly's, Inc. Common Stock","NYSE"
"TM","Toyota Motor Corporation Common Stock","NYSE"
"TMAC","The Music Acquisition Corporation Class A Common Stock","NYSE"
"TMAC-UN","The Music Acquisition Corporation Units, each consisting of one share of Class A common stock and one-half of one redeemable warrant","NYSE"
"TMAC-WT","The Music Acquisition Corporation Redeemable warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50","NYSE"
"TME","Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares","NYSE"
"TMHC","Taylor Morrison Home Corporation Common Stock","NYSE"
"TMO","Thermo Fisher Scientific Inc Common Stock","NYSE"
"TMST","TimkenSteel Corporation Common Shares","NYSE"
"TMX","Terminix Global Holdings, Inc. Common Stock","NYSE"
"TNC","Tennant Company Common Stock","NYSE"
"TNET","TriNet Group, Inc. Common Stock","NYSE"
"TNK","Teekay Tankers Ltd.","NYSE"
"TNL","Travel   Leisure Co. Common  Stock","NYSE"
"TNP","Tsakos Energy Navigation Ltd Common Shares","NYSE"
"TNP-PD","Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares","NYSE"
"TNP-PE","Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00","NYSE"
"TNP-PF","Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00","NYSE"
"TOL","Toll Brothers, Inc. Common Stock","NYSE"
"TOT","Total SE","NYSE"
"TPB","Turning Point Brands, Inc. Common Stock","NYSE"
"TPC","Tutor Perini Corporation Common Stock","NYSE"
"TPGS","TPG Pace Solutions Corp. Class A Ordinary Shares","NYSE"
"TPGY","TPG Pace Beneficial Finance Corp. Class A Ordinary Shares","NYSE"
"TPGY-UN","TPG Pace Beneficial Finance Corp. Units, each consisting of one Class A ordinary share and one-fifth of one Warrant","NYSE"
"TPGY-WT","TPG Pace Beneficial Finance Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share","NYSE"
"TPH","Tri Pointe Homes, Inc. Common Stock","NYSE"
"TPL","Texas Pacific Land Corporation Common Stock","NYSE"
"TPR","Tapestry, Inc. Common Stock","NYSE"
"TPVG","TriplePoint Venture Growth BDC Corp. Common Stock","NYSE"
"TPX","Tempur Sealy International, Inc. Common Stock","NYSE"
"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc Common Stock","NYSE"
"TR","Tootsie Roll Industries, Inc. Common Stock","NYSE"
"TRC","Tejon Ranch Co Common Stock","NYSE"
"TRCA-UN","Twin Ridge Capital Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant","NYSE"
"TREB","Trebia Acquisition Corp. Class A Ordinary Shares","NYSE"
"TREB-UN","Trebia Acquisition Corp. Units, each consisting of one Class A Ordinary Share, and one-third of one Warrant","NYSE"
"TREB-WT","Trebia Acquisition Corp. Warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share","NYSE"
"TREC","Trecora Resources Common Stock","NYSE"
"TREX","Trex Company, Inc. Common Stock","NYSE"
"TRGP","Targa Resources, Inc. Common Stock","NYSE"
"TRI","Thomson Reuters Corp Ordinary Shares","NYSE"
"TRN","Trinity Industries, Inc. Common Stock","NYSE"
"TRNO","Terreno Realty Corporation Common Stock","NYSE"
"TROX","Tronox Holdings plc Ordinary Shares (UK)","NYSE"
"TRP","TC Energy Corporation Common Stock","NYSE"
"TRQ","Turquoise Hill Resources Ltd. Ordinary Shares","NYSE"
"TRTN","Triton International Limited Common Shares","NYSE"
"TRTN-PA","Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares","NYSE"
"TRTN-PB","Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares","NYSE"
"TRTN-PC","Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares","NYSE"
"TRTN-PD","Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares","NYSE"
"TRTX","TPG RE Finance Trust, Inc. Common Stock","NYSE"
"TRU","TransUnion Common Stock","NYSE"
"TRV","The Travelers Companies, Inc. Common Stock","NYSE"
"TS","Tenaris S.A. American Depositary Shares","NYSE"
"TSE","Trinseo S.A. Ordinary Shares","NYSE"
"TSI","TCW Strategic Income Fund, Inc. Common Stock","NYSE"
"TSLX","Sixth Street Specialty Lending, Inc. Common Stock","NYSE"
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","NYSE"
"TSN","Tyson Foods, Inc. Common Stock","NYSE"
"TSPQ","TCW Special Purpose Acquisition Corp. Class A Common Stock","NYSE"
"TSPQ-UN","TCW Special Purpose Acquisition Corp. Units, each consisting of one share of Class A common stock and one-third of one redeemable warrant","NYSE"
"TSPQ-WT","TCW Special Purpose Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50","NYSE"
"TSQ","Townsquare Media, Inc. Class A Common Stock","NYSE"
"TT","Trane Technologies plc","NYSE"
"TTC","Toro Company (The) Common Stock","NYSE"
"TTI","Tetra Technologies, Inc. Common Stock","NYSE"
"TTM","Tata Motors Ltd Tata Motors Limited","NYSE"
"TTP","Tortoise Pipeline & Energy Fund, Inc. Common Stock","NYSE"
"TU","Telus Corporation Ordinary Shares","NYSE"
"TUFN","Tufin Software Technologies Ltd. Ordinary Shares","NYSE"
"TUP","Tupperware Brands Corporation Common Stock","NYSE"
"TUYA","Tuya Inc. American Depositary Shares, each representing one Class A Ordinary Share","NYSE"
"TV","Grupo Televisa S.A. Common Stock","NYSE"
"TVC","Tennessee Valley Authority Common Stock","NYSE"
"TVE","Tennessee Valley Authority","NYSE"
"TWI","Titan International, Inc. (DE) Common Stock","NYSE"
"TWLO","Twilio Inc. Class A Common Stock","NYSE"
"TWN","Taiwan Fund, Inc. (The) Common Stock","NYSE"
"TWND","Tailwind Acquisition Corp. Class A Common Stock","NYSE"
"TWND-UN","Tailwind Acquisition Corp. Units, each consisting of one share of Class A common stock and one-half of one warrant","NYSE"
"TWND-WT","Tailwind Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50","NYSE"
"TWNI","Tailwind International Acquisition Corp. Class A Ordinary Shares","NYSE"
"TWNI-UN","Tailwind International Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant","NYSE"
"TWNI-WT","Tailwind International Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"TWNT","Tailwind Two Acquisition Corp. Class A Ordinary Shares","NYSE"
"TWNT-UN","Tailwind Two Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant","NYSE"
"TWNT-WT","Tailwind Two Acquisition Corp. Redeemable warrants included as part of the units, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"TWO","Two Harbors Investment Corp","NYSE"
"TWO-PA","Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share)","NYSE"
"TWO-PB","Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","NYSE"
"TWO-PC","Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","NYSE"
"TWOA","two Class A Ordinary Shares","NYSE"
"TWTR","Twitter, Inc. Common Stock","NYSE"
"TX","Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)","NYSE"
"TXT","Textron Inc. Common Stock","NYSE"
"TY","Tri Continental Corporation Common Stock","NYSE"
"TY-P","Tri Continental Corporation Preferred Stock","NYSE"
"TYG","Tortoise Energy Infrastructure Corporation Common Stock","NYSE"
"TYL","Tyler Technologies, Inc. Common Stock","NYSE"
"U","Unity Software Inc. Common Stock","NYSE"
"UA","Under Armour, Inc. Class C Common Stock","NYSE"
"UAA","Under Armour, Inc. Class A Common Stock","NYSE"
"UAN","CVR Partners, LP Common Units representing Limited Partner Interests","NYSE"
"UBA","Urstadt Biddle Properties Inc. Common Stock","NYSE"
"UBER","Uber Technologies, Inc. Common Stock","NYSE"
"UBP","Urstadt Biddle Properties Inc. Common Stock","NYSE"
"UBP-PH","Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock","NYSE"
"UBP-PK","Urstadt Biddle Properties Inc. 5.875% Series K Cumulative Redeemable Preferred Stock","NYSE"
"UBS","UBS Group AG Registered Ordinary Shares","NYSE"
"UDR","UDR, Inc. Common Stock","NYSE"
"UE","Urban Edge Properties Common Shares of Beneficial Interest","NYSE"
"UFI","Unifi, Inc. New Common Stock","NYSE"
"UFS","Domtar Corporation (NEW) Common Stock","NYSE"
"UGI","UGI Corporation Common Stock","NYSE"
"UGP","Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)","NYSE"
"UHS","Universal Health Services, Inc. Common Stock","NYSE"
"UHT","Universal Health Realty Income Trust Common Stock","NYSE"
"UI","Ubiquiti Inc. Common Stock","NYSE"
"UIS","Unisys Corporation New Common Stock","NYSE"
"UL","Unilever PLC Common Stock","NYSE"
"UMC","United Microelectronics Corporation (NEW) Common Stock","NYSE"
"UMH","UMH Properties, Inc. Common Stock","NYSE"
"UMH-PC","UMH Properties, Inc. 6.75% Series C Cumulative Redeemable Preferred Stock,  Liquidation Preference $25 per share","NYSE"
"UMH-PD","UMH Properties, Inc. 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share","NYSE"
"UNF","Unifirst Corporation Common Stock","NYSE"
"UNFI","United Natural Foods, Inc. Common Stock","NYSE"
"UNH","UnitedHealth Group Incorporated Common Stock (DE)","NYSE"
"UNM","Unum Group Common Stock","NYSE"
"UNMA","Unum Group 6.250% Junior Subordinated Notes due 2058","NYSE"
"UNP","Union Pacific Corporation Common Stock","NYSE"
"UNVR","Univar Solutions Inc. Common Stock","NYSE"
"UPS","United Parcel Service, Inc. Common Stock","NYSE"
"URI","United Rentals, Inc. Common Stock","NYSE"
"USA","Liberty All-Star Equity Fund Common Stock","NYSE"
"USAC","USA Compression Partners, LP Common Units Representing Limited Partner Interests","NYSE"
"USB","U.S. Bancorp Common Stock","NYSE"
"USB-PA","U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock","NYSE"
"USB-PH","U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B","NYSE"
"USB-PM","U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F","NYSE"
"USB-PP","U.S. Bancorp Depositary Shares each representing a 1/1,000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock","NYSE"
"USB-PQ","U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock","NYSE"
"USB-PR","U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock","NYSE"
"USDP","USD Partners LP Common Units representing limited partner interest","NYSE"
"USFD","US Foods Holding Corp. Common Stock","NYSE"
"USM","United States Cellular Corporation Common Stock","NYSE"
"USNA","USANA Health Sciences, Inc. Common Stock","NYSE"
"USPH","U.S. Physical Therapy, Inc. Common Stock","NYSE"
